CompoundName	TargetGene	PubchemCID	InKey	ClinicalPhase	MOA	DiseaseArea	Indication
acetylcholine	CHRM5	187	OIPILFWXSMYKGL-UHFFFAOYSA-N	Launched	acetylcholine receptor agonist	neurology/psychiatry|gastroenterology|pulmonary	drowsiness|fatigue|headache|indigestion|chest congestion
acetylcholine	CHRNA2	187	OIPILFWXSMYKGL-UHFFFAOYSA-N	Launched	acetylcholine receptor agonist	neurology/psychiatry|gastroenterology|pulmonary	drowsiness|fatigue|headache|indigestion|chest congestion
acetylcysteine	ACY1	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	CHUK	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GRIN1	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GRIN2A	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GRIN2B	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GRIN2D	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GRIN3A	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	GSS	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	IKBKB	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	RELA	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acetylcysteine	SLC7A11	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	Launched	mucolytic agent	gastroenterology	acetaminophen overdose|hepatic injury
acexamic-acid	GAST	2005	WDSCBUNMANHPFH-UHFFFAOYSA-N	Launched	5 alpha reductase inhibitor	dermatology	wound healing
acifran	HCAR2	76969700	DFDGRKNOFOJBAJ-LBPRGKRZSA-N	Phase 3	cholesterol inhibitor	NA	NA
acifran	HCAR3	76969700	DFDGRKNOFOJBAJ-LBPRGKRZSA-N	Phase 3	cholesterol inhibitor	NA	NA
acipimox	HCAR2	5310993	DJQOOSBJCLSSEY-UHFFFAOYSA-N	Launched	cholesterol inhibitor	endocrinology	hyperlipidemia
acitretin	RARA	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RARB	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RARG	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RBP1	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RXRA	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RXRB	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	RXRG	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acitretin	STAT3	5284513	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Launched	retinoid receptor agonist	dermatology	psoriasis
acivicin	CTPS1	16758175	QAWIHIJWNYOLBE-ZAFYKAAXSA-N	Phase 2	gamma glutamyltransferase inhibitor	NA	NA
aclarubicin	TOP1	86289437	USZYSDMBJDPRIF-SVEJIMAYSA-N	Launched	topoisomerase inhibitor	hematologic malignancy	acute myeloid leukemia (AML)
aclarubicin	TOP2A	86289437	USZYSDMBJDPRIF-SVEJIMAYSA-N	Launched	topoisomerase inhibitor	hematologic malignancy	acute myeloid leukemia (AML)
aclidinium	CHRM1	11434515	ASMXXROZKSBQIH-VITNCHFBSA-N	Launched	acetylcholine receptor antagonist	pulmonary	bronchitis|emphysema|chronic obstructive pulmonary disease (COPD)
aclidinium	CHRM2	11434515	ASMXXROZKSBQIH-VITNCHFBSA-N	Launched	acetylcholine receptor antagonist	pulmonary	bronchitis|emphysema|chronic obstructive pulmonary disease (COPD)
aclidinium	CHRM3	11434515	ASMXXROZKSBQIH-VITNCHFBSA-N	Launched	acetylcholine receptor antagonist	pulmonary	bronchitis|emphysema|chronic obstructive pulmonary disease (COPD)
aclidinium	CHRM4	11434515	ASMXXROZKSBQIH-VITNCHFBSA-N	Launched	acetylcholine receptor antagonist	pulmonary	bronchitis|emphysema|chronic obstructive pulmonary disease (COPD)
aclidinium	CHRM5	11434515	ASMXXROZKSBQIH-VITNCHFBSA-N	Launched	acetylcholine receptor antagonist	pulmonary	bronchitis|emphysema|chronic obstructive pulmonary disease (COPD)
acriflavine	HIF1A	452192	BCBIBQWDFMQRSJ-UHFFFAOYSA-O	Launched	hypoxia inducible factor inhibitor	infectious disease	fungal infection
acriflavinium	HIF1A	2016	XSIOKTWDEOJMGG-UHFFFAOYSA-O	Launched	hypoxia inducible factor inhibitor	infectious disease	fungal infection
acrivastine	HRH1	5284514	PWACSDKDOHSSQD-IUTFFREVSA-N	Launched	histamine receptor antagonist	allergy	allergic rhinitis
ACT-132577	EDNRA	25099191	DKULOVKANLVDEA-UHFFFAOYSA-N	Launched	endothelin receptor antagonist	pulmonary	pulmonary arterial hypertension (PAH)
ACT-132577	EDNRB	25099191	DKULOVKANLVDEA-UHFFFAOYSA-N	Launched	endothelin receptor antagonist	pulmonary	pulmonary arterial hypertension (PAH)
ACT-462206	HCRTR1	40924317	NHPQGZOBHSVTAQ-IBGZPJMESA-N	Phase 1	orexin receptor antagonist	NA	NA
ACT-462206	HCRTR2	40924317	NHPQGZOBHSVTAQ-IBGZPJMESA-N	Phase 1	orexin receptor antagonist	NA	NA
ACTB-1003	KDR	23653175	GZPJCJKUZPUFAL-UHFFFAOYSA-N	Phase 1	FGFR inhibitor|VEGFR inhibitor	NA	NA
ACTB-1003	TEK	23653175	GZPJCJKUZPUFAL-UHFFFAOYSA-N	Phase 1	FGFR inhibitor|VEGFR inhibitor	NA	NA
ACY-1215	HDAC1	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Phase 1/Phase 2	HDAC inhibitor	NA	NA
ACY-1215	HDAC2	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Phase 1/Phase 2	HDAC inhibitor	NA	NA
ACY-1215	HDAC3	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Phase 1/Phase 2	HDAC inhibitor	NA	NA
ACY-1215	HDAC6	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Phase 1/Phase 2	HDAC inhibitor	NA	NA
ACY-1215	HDAC8	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Phase 1/Phase 2	HDAC inhibitor	NA	NA
acyclovir	PNP	135398513	MKUXAQIIEYXACX-UHFFFAOYSA-N	Launched	DNA polymerase inhibitor	infectious disease	genitial herpes|shingles|chicken pox
AD-5467	AKR1B1	6933882	CLDJCRWXLDLJLO-CQSZACIVSA-N	Phase 2	aldose reductase inhibitor	NA	NA
adapalene	RARA	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adapalene	RARB	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adapalene	RARG	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adapalene	RXRA	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adapalene	RXRB	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adapalene	RXRG	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	Launched	retinoid receptor agonist	dermatology	acne vulgaris (AV)
adaprev	AKR1B1	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	Phase 3	TGF beta receptor inhibitor	NA	NA
adaprev	GPI	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	Phase 3	TGF beta receptor inhibitor	NA	NA
adaprev	HK1	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	Phase 3	TGF beta receptor inhibitor	NA	NA
adaprev	M6PR	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	Phase 3	TGF beta receptor inhibitor	NA	NA
adaprev	PYGM	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	Phase 3	TGF beta receptor inhibitor	NA	NA
adaptavir	CCR5	184644	AKWRNBWMGFUAMF-ZESMOPTKSA-N	Phase 2	CC chemokine receptor antagonist	NA	NA
adarotene	RARB	9864378	QAWBIEIZDDIEMW-FPYGCLRLSA-N	Phase 1	retinoid receptor agonist	NA	NA
adarotene	RARG	9864378	QAWBIEIZDDIEMW-FPYGCLRLSA-N	Phase 1	retinoid receptor agonist	NA	NA
adatanserin	HTR1A	130918	HPFLVTSWRFCPCV-UHFFFAOYSA-N	Phase 2	serotonin receptor agonist|serotonin receptor antagonist	NA	NA
adatanserin	HTR2A	130918	HPFLVTSWRFCPCV-UHFFFAOYSA-N	Phase 2	serotonin receptor agonist|serotonin receptor antagonist	NA	NA
adenine	ACACB	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenine	ACP1	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenine	APRT	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenine	MTAP	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenine	PECR	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenine	SRPK2	190	GFFGJBXGBJISGV-UHFFFAOYSA-N	Preclinical	protein synthesis stimulant	NA	NA
adenosine	ADORA1	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	ADORA2A	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	ADORA2B	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	ADORA3	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	PI4K2A	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	PI4K2B	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine	TRPM4	60961	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Launched	adenosine receptor agonist	cardiology	Wolff-Parkinson-White Syndrome (WPW)
adenosine-phosphate	ACSL1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	ACSS1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	ACSS2	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	ADCY1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	ADK	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	CREB1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	FBP1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	HINT1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PDE4B	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PDE4D	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PIM1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PRKAA1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PRKAB1	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PRKAB2	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	PYGL	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-phosphate	TRPM4	6083	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Launched	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCA1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCB1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCB11	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCC2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCC8	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCC9	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABCG1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABL1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ABL2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACSL1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACSS1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACSS2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACVR1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACVR1B	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ACVRL1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ADCY1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ADRBK1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ADRBK2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	AFG3L2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	AKT1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ALK	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	AMHR2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	APAF1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ARAF	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ASNA1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ASNS	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ASS1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	CDK15	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	GPR17	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	ITPR1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	NAE1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	NT5C2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	P2RY1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	P2RY11	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	P2RY13	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	P2RY2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	P2RY4	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	PRKAA1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	RYR1	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	RYR2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	RYR3	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	SLC25A4	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	TNK2	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	TRPM4	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adenosine-triphosphate	TRPM7	5957	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	Phase 2	adenosine receptor agonist	NA	NA
adiphenine	CHRNA1	2031	JGOAIQNSOGZNBX-UHFFFAOYSA-N	Launched	acetylcholine receptor antagonist	neurology/psychiatry	spasms
adipic-acid	SLC22A6	22494954	WNLRTRBMVRJNCN-UHFFFAOYSA-N	Preclinical	solute carrier family member inhibitor	NA	NA
adiporon	ADIPOR1	16307093	SHHUPGSHGSNPDB-UHFFFAOYSA-N	Preclinical	adiponectin receptor agonist	NA	NA
adiporon	ADIPOR2	16307093	SHHUPGSHGSNPDB-UHFFFAOYSA-N	Preclinical	adiponectin receptor agonist	NA	NA
ADL5859	OPRD1	11417954	OPIKUXLJQFYMSC-UHFFFAOYSA-N	Phase 2	opioid receptor agonist	NA	NA
adoprazine	DRD2	9887537	IUVSEUFHPNITEQ-UHFFFAOYSA-N	Phase 2	dopamine receptor antagonist|serotonin receptor agonist	NA	NA
adoprazine	HTR1A	9887537	IUVSEUFHPNITEQ-UHFFFAOYSA-N	Phase 2	dopamine receptor antagonist|serotonin receptor agonist	NA	NA
adrenalone	ADRA1A	7436	PZMVOUYYNKPMSI-UHFFFAOYSA-N	Launched	adrenergic receptor agonist	hematology	hemorrhage
adrenosterone	HSD11B1	223997	RZRPTBIGEANTGU-IRIMSJTPSA-N	Preclinical	11-beta hydroxysteroid dehydrogenase inhibitor	NA	NA
adrenosterone	HSD11B2	223997	RZRPTBIGEANTGU-IRIMSJTPSA-N	Preclinical	11-beta hydroxysteroid dehydrogenase inhibitor	NA	NA
ADX-10059	GRM5	10331863	MEDCLNYIYBERKO-UHFFFAOYSA-N	Phase 2	glutamate receptor negative allosteric modulator	NA	NA
ADX-47273	GRM5	11383075	VXQCCZHCFBHTTD-HNNXBMFYSA-N	Preclinical	glutamate receptor modulator	NA	NA
AEE788	EGFR	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
AEE788	ERBB2	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
AEE788	ERBB4	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
AEE788	FGFR2	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
AEE788	FGFR3	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
AEE788	KDR	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	Phase 1/Phase 2	EGFR inhibitor|VEGFR inhibitor	NA	NA
afalanine	DRD2	74839	CBQJSKKFNMDLON-JTQLQIEISA-N	Phase 3	dopamine receptor agonist	NA	NA
afatinib	EGFR	10184653	ULXXDDBFHOBEHA-CWDCEQMOSA-N	Launched	EGFR inhibitor	oncology	non-small cell lung cancer (NSCLC)
afatinib	ERBB2	10184653	ULXXDDBFHOBEHA-CWDCEQMOSA-N	Launched	EGFR inhibitor	oncology	non-small cell lung cancer (NSCLC)
afatinib	ERBB4	10184653	ULXXDDBFHOBEHA-CWDCEQMOSA-N	Launched	EGFR inhibitor	oncology	non-small cell lung cancer (NSCLC)
afimoxifene	ESR1	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	ESR2	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	ESRRG	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	PLD1	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	PRKCD	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	PRKCE	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	PRKCQ	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
afimoxifene	PRKCZ	449459	TXUZVZSFRXZGTL-QPLCGJKRSA-N	Phase 2	estrogen receptor antagonist	NA	NA
AF38469	SORT1	72706115	JWCUSQCZMQIBMR-UHFFFAOYSA-N	Preclinical	sortilin inhibitor	NA	NA
AG-1024	IGF1R	2044	ABBADGFSRBWENF-UHFFFAOYSA-N	Preclinical	insulin growth factor receptor inhibitor	NA	NA
AG-14361	PARP1	9840076	SEKJSSBJKFLZIT-UHFFFAOYSA-N	Preclinical	PARP inhibitor	NA	NA
AG-490	EGFR	5328779	TUCIOBMMDDOEMM-RIYZIHGNSA-N	Preclinical	EGFR inhibitor|JAK inhibitor	NA	NA
AG-490	JAK2	5328779	TUCIOBMMDDOEMM-RIYZIHGNSA-N	Preclinical	EGFR inhibitor|JAK inhibitor	NA	NA
AG-490	JAK3	5328779	TUCIOBMMDDOEMM-RIYZIHGNSA-N	Preclinical	EGFR inhibitor|JAK inhibitor	NA	NA
AG-555	CDK2	5328770	GSQOBTOAOGXIFL-LFIBNONCSA-N	Preclinical	tyrosine kinase inhibitor	NA	NA
AGI-5198	IDH1	97161269	FNYGWXSATBUBER-AREMUKBSSA-N	Preclinical	isocitrate dehydrogenase inhibitor	NA	NA
AGI-6780	IDH2	71299339	CCAWRGNYALGPQH-UHFFFAOYSA-N	Preclinical	isocitrate dehydrogenase inhibitor	NA	NA
AGM-1470	METAP2	14942882	MSHZHSPISPJWHW-FRDQJGBZSA-N	Phase 2	cell cycle inhibitor	NA	NA
agmatine	ADRA2C	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	ASIC3	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	CACNA1B	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	CHRNA1	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	GRIN1	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	KCNJ1	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
agmatine	NISCH	199	QYPPJABKJHAVHS-UHFFFAOYSA-N	Phase 3	nitric oxide synthase inhibitor	NA	NA
AGN-192403	NISCH	124581813	SHXVJSFOJHMEEQ-AXTSPUMRSA-N	Preclinical	imidazoline receptor ligand	NA	NA
AGN-194310	RXRA	9867046	LHUPKWKWYWOMSK-UHFFFAOYSA-N	Phase 3	retinoid receptor antagonist	NA	NA
AGN-194310	RXRB	9867046	LHUPKWKWYWOMSK-UHFFFAOYSA-N	Phase 3	retinoid receptor antagonist	NA	NA
AGN-194310	RXRG	9867046	LHUPKWKWYWOMSK-UHFFFAOYSA-N	Phase 3	retinoid receptor antagonist	NA	NA
AGN-195183	RARA	9867758	PNAWUIKCVQSLFG-UHFFFAOYSA-N	Phase 1/Phase 2	retinoid receptor agonist	NA	NA
