Id,properties.name,properties._n_name,properties.n_name,modularity_class
32,"Arachnoid cysts, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, ARACHNOID CYSTS|ARACHNOID CYSTS, INTRACRANIAL|INTRACRANIAL ARACHNOID CYSTS, ARACHNOID CYSTS|CYSTS, ARACHNOID, FLUID-FILLED SAC LOCATED IN MEMBRANE SURROUNDING BRAIN OR SPINAL CORD|ARACHNOID CYSTS|ARACHNOID CYST, ARACHNOID CYST, INTRACRANIAL|ARACHNOID CYSTS, INTRACRANIAL|ARACHNOID DIVERTICULA|ARACHNOID DIVERTICULAS|CYST, ARACHNOID|CYST, INTRACRANIAL ARACHNOID|CYST, LEPTOMENINGEAL|CYSTS, ARACHNOID|CYSTS, INTRACRANIAL ARACHNOID|CYSTS, LEPTOMENINGEAL|DIVERTICULA, ARACHNOID|DIVERTICULAS, ARACHNOID|INTRACRANIAL ARACHNOID CYST|INTRACRANIAL ARACHNOID CYSTS|LEPTOMENINGEAL CYST|LEPTOMENINGEAL CYSTS|ARACHNOID CYSTS, ARACHNOID CYSTS, ARACHNOID CYST|ARACHNOID CYSTS, ARACHNOID CYST|ARACHNOID CYSTS|ARACHNOID DIVERTICULA|ARACHNOID DIVERTICULAS|ARACHNOIDAL CYST|CYST, ARACHNOID|CYST, LEPTOMENINGEAL|CYSTS, ARACHNOID|CYSTS, LEPTOMENINGEAL|DIVERTICULA, ARACHNOID|DIVERTICULAS, ARACHNOID|FLUID-FILLED SAC LOCATED IN MEMBRANE SURROUNDING BRAIN OR SPINAL CORD|LEPTOMENINGEAL CYST|LEPTOMENINGEAL CYSTS, ARACHNOID CYST|ARACHNOID CYSTS|ARACHNOID CYSTS, INTRACRANIAL|INTRACRANIAL ARACHNOID CYSTS, ARACHNOID CYSTS|ARACHNOID CYSTS, INTRACRANIAL|INTRACRANIAL ARACHNOID CYSTS|ARACHNOID CYST, ARACHNOID CYST, QUISTE ARACNOIDEO, ARACHNOID CYSTS, INTRACRANIAL, ARACHNOID CYSTS, INTRACRANIAL|ARACHNOID CYST, INTRACRANIAL|CYST, INTRACRANIAL ARACHNOID|CYSTS, INTRACRANIAL ARACHNOID|INTRACRANIAL ARACHNOID CYST|INTRACRANIAL ARACHNOID CYSTS","nan, ['ARACHNOID CYSTS', 'ARACHNOID CYSTS, INTRACRANIAL', 'INTRACRANIAL ARACHNOID CYSTS'], ['ARACHNOID CYSTS', 'CYSTS, ARACHNOID'], ['FLUID-FILLED SAC LOCATED IN MEMBRANE SURROUNDING BRAIN OR SPINAL CORD', 'ARACHNOID CYSTS', 'ARACHNOID CYST'], ['ARACHNOID CYST, INTRACRANIAL', 'ARACHNOID CYSTS, INTRACRANIAL', 'ARACHNOID DIVERTICULA', 'ARACHNOID DIVERTICULAS', 'CYST, ARACHNOID', 'CYST, INTRACRANIAL ARACHNOID', 'CYST, LEPTOMENINGEAL', 'CYSTS, ARACHNOID', 'CYSTS, INTRACRANIAL ARACHNOID', 'CYSTS, LEPTOMENINGEAL', 'DIVERTICULA, ARACHNOID', 'DIVERTICULAS, ARACHNOID', 'INTRACRANIAL ARACHNOID CYST', 'INTRACRANIAL ARACHNOID CYSTS', 'LEPTOMENINGEAL CYST', 'LEPTOMENINGEAL CYSTS', 'ARACHNOID CYSTS'], ARACHNOID CYSTS, ['ARACHNOID CYST', 'ARACHNOID CYSTS'], ['ARACHNOID CYST', 'ARACHNOID CYSTS', 'ARACHNOID DIVERTICULA', 'ARACHNOID DIVERTICULAS', 'ARACHNOIDAL CYST', 'CYST, ARACHNOID', 'CYST, LEPTOMENINGEAL', 'CYSTS, ARACHNOID', 'CYSTS, LEPTOMENINGEAL', 'DIVERTICULA, ARACHNOID', 'DIVERTICULAS, ARACHNOID', 'FLUID-FILLED SAC LOCATED IN MEMBRANE SURROUNDING BRAIN OR SPINAL CORD', 'LEPTOMENINGEAL CYST', 'LEPTOMENINGEAL CYSTS'], ['ARACHNOID CYST', 'ARACHNOID CYSTS', 'ARACHNOID CYSTS, INTRACRANIAL', 'INTRACRANIAL ARACHNOID CYSTS'], ['ARACHNOID CYSTS', 'ARACHNOID CYSTS, INTRACRANIAL', 'INTRACRANIAL ARACHNOID CYSTS', 'ARACHNOID CYST'], ARACHNOID CYST, QUISTE ARACNOIDEO, ARACHNOID CYSTS, INTRACRANIAL, ['ARACHNOID CYSTS, INTRACRANIAL', 'ARACHNOID CYST, INTRACRANIAL', 'CYST, INTRACRANIAL ARACHNOID', 'CYSTS, INTRACRANIAL ARACHNOID', 'INTRACRANIAL ARACHNOID CYST', 'INTRACRANIAL ARACHNOID CYSTS']",38
14825,"Spinocerebellar ataxia 27, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, SPINOCEREBELLAR ATAXIA 27|CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED|SCA27|SPINOCEREBELLAR ATAXIA TYPE 27, SPINOCEREBELLAR ATAXIA TYPE 27, ATAXIA ESPINOCEREBELOSA TIPO 27, SPINOCEREBELLAR ATAXIA TYPE 27, CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED|SCA27|SPINOCEREBELLAR ATAXIA 27, SPINOCEREBELLAR ATAXIA TYPE 27|CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED|CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED|SCA27|SCA27 SPINOCEREBELLAR ATAXIA 27|SPINOCEREBELLAR ATAXIA 27|SPINOCEREBELLAR ATAXIA TYPE27, CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED|SCA27 SPINOCEREBELLAR ATAXIA 27|SPINOCEREBELLAR ATAXIA 27, FGF14|FHF4|FIBROBLAST GROWTH FACTOR HOMOLOGOUS FACTOR 4|SPINOCEREBELLAR ATAXIA 27|FIBROBLAST GROWTH FACTOR 14, FGF-14|FHF-4|FHF4|SCA27|FGF14, SPINOCEREBELLAR ATAXIA , SCA27|SPINOCEREBELLAR ATAXIA TYPE 27|CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED|CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED|SPINOCEREBELLAR ATAXIA 27|SPINOCEREBELLAR ATAXIA 27; SCA27, SCA27|SPINOCEREBELLAR ATAXIA TYPE 27|CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED|CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED|SPINOCEREBELLAR ATAXIA 27|SPINOCEREBELLAR ATAXIA 27; SCA27, FGF14 WT ALLELE|BA397O8.2|FGF-14|FHF-4|FHF4|FIBROBLAST GROWTH FACTOR 14 WT ALLELE|SCA27","nan, ['SPINOCEREBELLAR ATAXIA 27', 'CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED', 'SCA27', 'SPINOCEREBELLAR ATAXIA TYPE 27'], SPINOCEREBELLAR ATAXIA TYPE 27, ATAXIA ESPINOCEREBELOSA TIPO 27, SPINOCEREBELLAR ATAXIA TYPE 27, ['CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED', 'SCA27', 'SPINOCEREBELLAR ATAXIA 27'], ['SPINOCEREBELLAR ATAXIA TYPE 27', 'CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED', 'CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED', 'SCA27', 'SCA27 SPINOCEREBELLAR ATAXIA 27', 'SPINOCEREBELLAR ATAXIA 27', 'SPINOCEREBELLAR ATAXIA TYPE27'], ['CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED', 'SCA27 SPINOCEREBELLAR ATAXIA 27', 'SPINOCEREBELLAR ATAXIA 27'], ['FGF14', 'FHF4', 'FIBROBLAST GROWTH FACTOR HOMOLOGOUS FACTOR 4', 'SPINOCEREBELLAR ATAXIA 27', 'FIBROBLAST GROWTH FACTOR 14'], ['FGF-14', 'FHF-4', 'FHF4', 'SCA27', 'FGF14'], SPINOCEREBELLAR ATAXIA , ['SCA27', 'SPINOCEREBELLAR ATAXIA TYPE 27', 'CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED', 'CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED', 'SPINOCEREBELLAR ATAXIA 27', 'SPINOCEREBELLAR ATAXIA 27; SCA27'], ['SCA27', 'SPINOCEREBELLAR ATAXIA TYPE 27', 'CEREBELLAR ATAXIA AUTOSOMAL DOMINANT FGF14-RELATED', 'CEREBELLAR ATAXIA, AUTOSOMAL DOMINANT, FGF14-RELATED', 'SPINOCEREBELLAR ATAXIA 27', 'SPINOCEREBELLAR ATAXIA 27; SCA27'], ['FGF14 WT ALLELE', 'BA397O8.2', 'FGF-14', 'FHF-4', 'FHF4', 'FIBROBLAST GROWTH FACTOR 14 WT ALLELE', 'SCA27']",12
143230,"nan, nan, nan, nan, nan, nan","GENETIC HETEROGENEITY, GENETIC HETEROGENEITY|HETEROGENEITY|HETEROGENEOUS, HETEROGENEOUS, GENETIC HETEROGENEITY, GENETIC HETEROGENEITIES|HETEROGENEITIES, GENETIC|HETEROGENEITY, GENETIC|GENETIC HETEROGENEITY, GENETIC HETEROGENEITY|GENETIC HETEROGENEITIES|HETEROGENEITIES, GENETIC|HETEROGENEITY|HETEROGENEITY, GENETIC|HETEROGENEOUS","GENETIC HETEROGENEITY, ['GENETIC HETEROGENEITY', 'HETEROGENEITY', 'HETEROGENEOUS'], HETEROGENEOUS, GENETIC HETEROGENEITY, ['GENETIC HETEROGENEITIES', 'HETEROGENEITIES, GENETIC', 'HETEROGENEITY, GENETIC', 'GENETIC HETEROGENEITY'], ['GENETIC HETEROGENEITY', 'GENETIC HETEROGENEITIES', 'HETEROGENEITIES, GENETIC', 'HETEROGENEITY', 'HETEROGENEITY, GENETIC', 'HETEROGENEOUS']",38
62583,"nan, nan, nan, nan, nan","DIMINISHED VIBRATORY SENSE, DECREASED VIBRATION SENSE|DECREASED VIBRATORY SENSE|DIMINISHED VIBRATORY SENSE|IMPAIRED VIBRATORY SENSATION|IMPAIRED VIBRATORY SENSE, IMPAIRED VIBRATORY SENSE, DECREASED VIBRATION SENSE, DECREASED VIBRATORY SENSATION|DECREASED VIBRATION SENSE|DECREASED VIBRATORY SENSE|DIMINISHED VIBRATORY SENSE|IMPAIRED VIBRATORY SENSATION|IMPAIRED VIBRATORY SENSE","DIMINISHED VIBRATORY SENSE, ['DECREASED VIBRATION SENSE', 'DECREASED VIBRATORY SENSE', 'DIMINISHED VIBRATORY SENSE', 'IMPAIRED VIBRATORY SENSATION', 'IMPAIRED VIBRATORY SENSE'], IMPAIRED VIBRATORY SENSE, DECREASED VIBRATION SENSE, ['DECREASED VIBRATORY SENSATION', 'DECREASED VIBRATION SENSE', 'DECREASED VIBRATORY SENSE', 'DIMINISHED VIBRATORY SENSE', 'IMPAIRED VIBRATORY SENSATION', 'IMPAIRED VIBRATORY SENSE']",12
84767,"nan, nan, nan","IMPAIRED SMOOTH PURSUIT, ABNORMALITY OF VISUAL TRACKING|IMPAIRMENT OF VISUAL PURSUIT|ABNORMAL VISUAL PURSUIT|IMPAIRED SMOOTH PURSUIT, IMPAIRED SMOOTH PURSUIT|ABNORMAL VISUAL PURSUIT|ABNORMALITY OF VISUAL TRACKING|IMPAIRMENT OF VISUAL PURSUIT","IMPAIRED SMOOTH PURSUIT, ['ABNORMALITY OF VISUAL TRACKING', 'IMPAIRMENT OF VISUAL PURSUIT', 'ABNORMAL VISUAL PURSUIT', 'IMPAIRED SMOOTH PURSUIT'], ['IMPAIRED SMOOTH PURSUIT', 'ABNORMAL VISUAL PURSUIT', 'ABNORMALITY OF VISUAL TRACKING', 'IMPAIRMENT OF VISUAL PURSUIT']",12
154537,"nan, nan, nan, nan","SENSORY AXONAL NEUROPATHY, AXONAL SENSORY NEUROPATHY|PERIPHERAL SENSORY AXONAL NEUROPATHY|SENSORY AXONAL NEUROPATHY, AXONAL SENSORY NEUROPATHY, SENSORY AXONAL NEUROPATHY|AXONAL SENSORY NEUROPATHY|PERIPHERAL SENSORY AXONAL NEUROPATHY","SENSORY AXONAL NEUROPATHY, ['AXONAL SENSORY NEUROPATHY', 'PERIPHERAL SENSORY AXONAL NEUROPATHY', 'SENSORY AXONAL NEUROPATHY'], AXONAL SENSORY NEUROPATHY, ['SENSORY AXONAL NEUROPATHY', 'AXONAL SENSORY NEUROPATHY', 'PERIPHERAL SENSORY AXONAL NEUROPATHY']",12
204810,"nan, nan, nan, nan, nan, nan","SLOW DISEASE PROGRESSION, SIGNS AND SYMPTOMS WORSEN SLOWLY WITH TIME|SLOW DISEASE PROGRESSION|SLOWLY PROGRESSIVE|SLOWLY PROGRESSIVE DISORDER|SLOW PROGRESSION, SLOWLY PROGRESSIVE DISORDER, SLOWLY PROGRESSIVE, SLOW PROGRESSION, SLOW PROGRESSION|SIGNS AND SYMPTOMS WORSEN SLOWLY WITH TIME|SLOW DISEASE PROGRESSION|SLOWLY PROGRESSIVE|SLOWLY PROGRESSIVE DISORDER","SLOW DISEASE PROGRESSION, ['SIGNS AND SYMPTOMS WORSEN SLOWLY WITH TIME', 'SLOW DISEASE PROGRESSION', 'SLOWLY PROGRESSIVE', 'SLOWLY PROGRESSIVE DISORDER', 'SLOW PROGRESSION'], SLOWLY PROGRESSIVE DISORDER, SLOWLY PROGRESSIVE, SLOW PROGRESSION, ['SLOW PROGRESSION', 'SIGNS AND SYMPTOMS WORSEN SLOWLY WITH TIME', 'SLOW DISEASE PROGRESSION', 'SLOWLY PROGRESSIVE', 'SLOWLY PROGRESSIVE DISORDER']",21
81498,"nan, nan, nan","HEAD TREMOR, HEAD TREMOR, HEAD TREMOR","HEAD TREMOR, ['HEAD TREMOR'], HEAD TREMOR",12
81090,"nan, nan, nan, nan, nan, nan, nan, nan, nan","MEMORY IMPAIRMENT, FORGETFULNESS|MEMORY IMPAIRMENT|MEMORY LOSS|MEMORY PROBLEMS|POOR MEMORY, MEMORY LOSS, MEMORY IMPAIRMENT, IMPAIRED MEMORY, MEMORY DEFICITS, AGE RELATED MEMORY DISORDERS|AGE-RELATED MEMORY DISORDER|AGE-RELATED MEMORY DISORDERS|COGNITIVE RETENTION DISORDER|COGNITIVE RETENTION DISORDERS|DEFICIT, MEMORY|DEFICITS, MEMORY|MEMORY DEFICIT|MEMORY DEFICITS|MEMORY DISORDER|MEMORY DISORDER, AGE-RELATED|MEMORY DISORDER, SEMANTIC|MEMORY DISORDER, SPATIAL|MEMORY DISORDERS, AGE RELATED|MEMORY DISORDERS, AGE-RELATED|MEMORY DISORDERS, SEMANTIC|MEMORY DISORDERS, SPATIAL|MEMORY LOSS|MEMORY LOSSES|RETENTION DISORDER, COGNITIVE|RETENTION DISORDERS, COGNITIVE|SEMANTIC MEMORY DISORDER|SEMANTIC MEMORY DISORDERS|SPATIAL MEMORY DISORDER|SPATIAL MEMORY DISORDERS|MEMORY DISORDERS, MEMORY IMPAIRMENT|BAD MEMORY|DEFICIT, MEMORY|DEFICITS, MEMORY|DISTURBANCE OF MEMORY|FORGETFULNESS|IMPAIRED MEMORY|MEMORY DEFICIT|MEMORY DEFICITS|MEMORY LOSS|MEMORY PROBLEM|MEMORY PROBLEMS|POOR MEMORY, MEMORY LOSSES|MEMORY LOSS","MEMORY IMPAIRMENT, ['FORGETFULNESS', 'MEMORY IMPAIRMENT', 'MEMORY LOSS', 'MEMORY PROBLEMS', 'POOR MEMORY'], MEMORY LOSS, MEMORY IMPAIRMENT, IMPAIRED MEMORY, MEMORY DEFICITS, ['AGE RELATED MEMORY DISORDERS', 'AGE-RELATED MEMORY DISORDER', 'AGE-RELATED MEMORY DISORDERS', 'COGNITIVE RETENTION DISORDER', 'COGNITIVE RETENTION DISORDERS', 'DEFICIT, MEMORY', 'DEFICITS, MEMORY', 'MEMORY DEFICIT', 'MEMORY DEFICITS', 'MEMORY DISORDER', 'MEMORY DISORDER, AGE-RELATED', 'MEMORY DISORDER, SEMANTIC', 'MEMORY DISORDER, SPATIAL', 'MEMORY DISORDERS, AGE RELATED', 'MEMORY DISORDERS, AGE-RELATED', 'MEMORY DISORDERS, SEMANTIC', 'MEMORY DISORDERS, SPATIAL', 'MEMORY LOSS', 'MEMORY LOSSES', 'RETENTION DISORDER, COGNITIVE', 'RETENTION DISORDERS, COGNITIVE', 'SEMANTIC MEMORY DISORDER', 'SEMANTIC MEMORY DISORDERS', 'SPATIAL MEMORY DISORDER', 'SPATIAL MEMORY DISORDERS', 'MEMORY DISORDERS'], ['MEMORY IMPAIRMENT', 'BAD MEMORY', 'DEFICIT, MEMORY', 'DEFICITS, MEMORY', 'DISTURBANCE OF MEMORY', 'FORGETFULNESS', 'IMPAIRED MEMORY', 'MEMORY DEFICIT', 'MEMORY DEFICITS', 'MEMORY LOSS', 'MEMORY PROBLEM', 'MEMORY PROBLEMS', 'POOR MEMORY'], ['MEMORY LOSSES', 'MEMORY LOSS']",12
206671,"nan, nan, nan, nan, nan, nan, nan, nan","ATAXIC GAIT, ATAXIA OF GAIT|ATAXIC GAIT|INABILITY TO COORDINATE MOVEMENTS WHEN WALKING|GAIT ATAXIA, STAGGERING GAIT|ATAXIC GAIT, ATAXIA, GAIT, ATAXIC GAIT, GAIT ATAXIA, ATAXIA OF GAIT|ATAXIA, CEREBELLAR GAIT|ATAXIA, GAIT|ATAXIA, SENSORY GAIT|ATAXIAS, CEREBELLAR GAIT|ATAXIAS, GAIT|ATAXIAS, SENSORY GAIT|CEREBELLAR GAIT|CEREBELLAR GAIT ATAXIA|CEREBELLAR GAIT ATAXIAS|CEREBELLAR GAITS|GAIT ATAXIA, CEREBELLAR|GAIT ATAXIA, SENSORY|GAIT ATAXIAS|GAIT ATAXIAS, CEREBELLAR|GAIT ATAXIAS, SENSORY|GAIT, CEREBELLAR|GAITS, CEREBELLAR|SENSORY GAIT ATAXIA|SENSORY GAIT ATAXIAS|GAIT ATAXIA, GAIT ATAXIA|ATAXIA OF GAIT|ATAXIA, GAIT|ATAXIAS, GAIT|ATAXIC GAIT|GAIT ATAXIAS|INABILITY TO COORDINATE MOVEMENTS WHEN WALKING","ATAXIC GAIT, ['ATAXIA OF GAIT', 'ATAXIC GAIT', 'INABILITY TO COORDINATE MOVEMENTS WHEN WALKING', 'GAIT ATAXIA'], ['STAGGERING GAIT', 'ATAXIC GAIT'], ATAXIA, GAIT, ATAXIC GAIT, GAIT ATAXIA, ['ATAXIA OF GAIT', 'ATAXIA, CEREBELLAR GAIT', 'ATAXIA, GAIT', 'ATAXIA, SENSORY GAIT', 'ATAXIAS, CEREBELLAR GAIT', 'ATAXIAS, GAIT', 'ATAXIAS, SENSORY GAIT', 'CEREBELLAR GAIT', 'CEREBELLAR GAIT ATAXIA', 'CEREBELLAR GAIT ATAXIAS', 'CEREBELLAR GAITS', 'GAIT ATAXIA, CEREBELLAR', 'GAIT ATAXIA, SENSORY', 'GAIT ATAXIAS', 'GAIT ATAXIAS, CEREBELLAR', 'GAIT ATAXIAS, SENSORY', 'GAIT, CEREBELLAR', 'GAITS, CEREBELLAR', 'SENSORY GAIT ATAXIA', 'SENSORY GAIT ATAXIAS', 'GAIT ATAXIA'], ['GAIT ATAXIA', 'ATAXIA OF GAIT', 'ATAXIA, GAIT', 'ATAXIAS, GAIT', 'ATAXIC GAIT', 'GAIT ATAXIAS', 'INABILITY TO COORDINATE MOVEMENTS WHEN WALKING']",12
89713,"nan, nan, nan, nan, nan, nan","CONGENITAL PES CAVUS, HIGH-ARCHED FOOT|PES CAVUS, PES CAVUS|CLAWFOOT|CONGENITAL CAVUS FOOT|CONGENITAL PES CAVUS|CONTRACTED FOOT|HIGH-ARCHED FOOT|TALIPES CAVUS|TALIPES PLANTARIS, PES CAVUS, CAVOVARUS FOOT DEFORMITIES|CAVOVARUS FOOT DEFORMITY|CAVUS DEFORMITIES|CAVUS DEFORMITY|CAVUS FOOT|FOOT DEFORMITIES, CAVOVARUS|FOOT DEFORMITY, CAVOVARUS|HIGH ARCHED FOOT|HIGH-ARCHED FOOT|PES CAVUS|TALIPES CAVUS, HIGH ARCHED FOOT|CAVOVARUS FOOT DEFORMITIES|CAVOVARUS FOOT DEFORMITY|CAVUS DEFORMITIES|CAVUS DEFORMITY|CAVUS FOOT|FOOT DEFORMITIES, CAVOVARUS|FOOT DEFORMITY, CAVOVARUS|HIGH-ARCHED FOOT|PES CAVUS|TALIPES CAVUS","CONGENITAL PES CAVUS, ['HIGH-ARCHED FOOT', 'PES CAVUS'], ['PES CAVUS', 'CLAWFOOT', 'CONGENITAL CAVUS FOOT', 'CONGENITAL PES CAVUS', 'CONTRACTED FOOT', 'HIGH-ARCHED FOOT', 'TALIPES CAVUS', 'TALIPES PLANTARIS'], PES CAVUS, ['CAVOVARUS FOOT DEFORMITIES', 'CAVOVARUS FOOT DEFORMITY', 'CAVUS DEFORMITIES', 'CAVUS DEFORMITY', 'CAVUS FOOT', 'FOOT DEFORMITIES, CAVOVARUS', 'FOOT DEFORMITY, CAVOVARUS', 'HIGH ARCHED FOOT', 'HIGH-ARCHED FOOT', 'PES CAVUS', 'TALIPES CAVUS'], ['HIGH ARCHED FOOT', 'CAVOVARUS FOOT DEFORMITIES', 'CAVOVARUS FOOT DEFORMITY', 'CAVUS DEFORMITIES', 'CAVUS DEFORMITY', 'CAVUS FOOT', 'FOOT DEFORMITIES, CAVOVARUS', 'FOOT DEFORMITY, CAVOVARUS', 'HIGH-ARCHED FOOT', 'PES CAVUS', 'TALIPES CAVUS']",12
98649,"nan, nan, nan","CEREBELLAR ATROPHY, DEGENERATION OF CEREBELLUM|INFRATENTORIAL ATROPHY|CEREBELLAR ATROPHY, CEREBELLAR ATROPHY|DEGENERATION OF CEREBELLUM|INFRATENTORIAL ATROPHY","CEREBELLAR ATROPHY, ['DEGENERATION OF CEREBELLUM', 'INFRATENTORIAL ATROPHY', 'CEREBELLAR ATROPHY'], ['CEREBELLAR ATROPHY', 'DEGENERATION OF CEREBELLUM', 'INFRATENTORIAL ATROPHY']",12
99682,"nan, nan, nan, nan, nan, nan, nan, nan","IQ LEVEL 50-55 TO APPROXIMATELY 70|MILD MENTAL SUBNORMALITY|MILD INTELLECTUAL DISABILITIES, INTELLECTUAL DISABILITY, MILD|MENTAL RETARDATION, BORDERLINE-MILD|MILD AND NONPROGRESSIVE MENTAL RETARDATION|MILD MENTAL RETARDATION|MENTAL RETARDATION, MILD, MENTAL RETARDATION, MILD TO BORDERLINE, MENTAL RETARDATION, BORDERLINE-MILD, MILD MENTAL RETARDATION, MENTAL RETARDATION, MILD, INTELLECTUAL DISABILITY, MILD, INTELLECTUAL DISABILITY, MILD|MENTAL RETARDATION, BORDERLINE-MILD|MENTAL RETARDATION, MILD|MENTAL RETARDATION, MILD TO BORDERLINE|MILD AND NONPROGRESSIVE MENTAL RETARDATION|MILD INTELLECTUAL DEVELOPMENT DISORDER|MILD INTELLECTUAL DISABILITY|MILD MENTAL HANDICAP|MILD MENTAL RETARDATION|MILD MENTAL RETARDATION (I.Q. 50-70)|MILD MENTAL RETARDATION (INTELLIGENCE QUOTIENT 50-70)|MILD MENTAL RETARDATION, IQ IN RANGE 50-70","['IQ LEVEL 50-55 TO APPROXIMATELY 70', 'MILD MENTAL SUBNORMALITY', 'MILD INTELLECTUAL DISABILITIES'], ['INTELLECTUAL DISABILITY, MILD', 'MENTAL RETARDATION, BORDERLINE-MILD', 'MILD AND NONPROGRESSIVE MENTAL RETARDATION', 'MILD MENTAL RETARDATION', 'MENTAL RETARDATION, MILD'], MENTAL RETARDATION, MILD TO BORDERLINE, MENTAL RETARDATION, BORDERLINE-MILD, MILD MENTAL RETARDATION, MENTAL RETARDATION, MILD, INTELLECTUAL DISABILITY, MILD, ['INTELLECTUAL DISABILITY, MILD', 'MENTAL RETARDATION, BORDERLINE-MILD', 'MENTAL RETARDATION, MILD', 'MENTAL RETARDATION, MILD TO BORDERLINE', 'MILD AND NONPROGRESSIVE MENTAL RETARDATION', 'MILD INTELLECTUAL DEVELOPMENT DISORDER', 'MILD INTELLECTUAL DISABILITY', 'MILD MENTAL HANDICAP', 'MILD MENTAL RETARDATION', 'MILD MENTAL RETARDATION (I.Q. 50-70)', 'MILD MENTAL RETARDATION (INTELLIGENCE QUOTIENT 50-70)', 'MILD MENTAL RETARDATION, IQ IN RANGE 50-70']",12
